Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Year
Accident,ERA11CA205,2011-03-23,"Statesville, NC",United States,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,unknown,2011
Accident,DCA11FA035,2011-03-23,"Albuquerque, NM",United States,Non-Fatal,Substantial,Airplane,AIRBUS,F4-622R,No,2.0,Turbo Fan,unknown,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11CA268,2011-03-23,"Kiowa, CO",United States,Non-Fatal,Substantial,Airplane,CUB CRAFTERS,CC11-160,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11LA273,2011-03-23,"Aberdeen, SD",United States,Non-Fatal,Substantial,Airplane,CESSNA,414A,No,2.0,Reciprocating,unknown,0.0,0.0,0.0,4.0,IMC,unknown,2011
Accident,CEN11FA244,2011-03-24,"Hot Springs, AR",United States,Fatal,Substantial,Airplane,CESSNA,182M,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11GA207,2011-03-24,"Ashland, ME",United States,Fatal,Substantial,Airplane,CESSNA,A185F,No,1.0,Reciprocating,Public Aircraft - State,1.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,CEN11LA265,2011-03-24,"Sellersburg, IN",United States,Non-Fatal,Substantial,Airplane,DASSAULT BREGUET,Falcon 10,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,3.0,VMC,unknown,2011
Accident,ERA11FA210,2011-03-25,"Elgin, SC",United States,Fatal,Substantial,Airplane,PIPER,PA-20,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11CA212,2011-03-25,"St. Petersburg, FL",United States,Non-Fatal,Substantial,Airplane,MOONEY,M20J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11LA213,2011-03-25,"Calhoun, GA",United States,Non-Fatal,Substantial,Airplane,HOLST LAWRENCE E,VP-1,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11CA256,2011-03-25,"Wichita, KS",United States,Non-Fatal,Substantial,Airplane,BOEING,A75N1(PT17),No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11FA214,2011-03-26,"Palm Coast, FL",United States,Fatal,Substantial,Airplane,AEROSTAR S A,YAK-52,No,1.0,Reciprocating,Air Race show,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11CA248,2011-03-26,"Graham, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11CA217,2011-03-26,"Hannawana Falls, NY",United States,Non-Fatal,Substantial,Airplane,CESSNA,150F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11LA254,2011-03-26,"Encinal, TX",United States,Non-Fatal,Substantial,Airplane,NORTH AMERICAN,B25,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,9.0,VMC,unknown,2011
Accident,CEN11FA247,2011-03-27,"Dickens, TX",United States,Fatal,Substantial,Airplane,STINSON,108,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,ANC11CA021,2011-03-27,"Chicken Lake, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11LA251,2011-03-28,"Canadian, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,425,No,2.0,Turbo Prop,Business,0.0,4.0,0.0,3.0,IMC,unknown,2011
Accident,CEN11FA253,2011-03-29,"Monroe, MI",United States,Fatal,Substantial,Airplane,PIPER,PA46-350P,No,1.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11FA263,2011-03-29,"Fredricktown, MO",United States,Fatal,Substantial,Airplane,PIPER,PA-32R-300,No,1.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,Unknown,unknown,2011
Accident,ERA11LA228,2011-03-29,"Crescent City, FL",United States,Non-Fatal,Substantial,Airplane,HROSIK GENE,AVENTURA II,Yes,1.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,IMC,unknown,2011
Accident,CEN11CA277,2011-03-29,"Kansas City, MO",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-24-260,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,WPR11WA176,2011-03-30,"Moree, Australia",Australia,Fatal,Substantial,Airplane,PIPER,PA-32R,No,1.0,unknown,unknown,4.0,0.0,2.0,0.0,Unknown,unknown,2011
Accident,ERA11FA218,2011-03-30,"Pikeville, KY",United States,Fatal,Substantial,Airplane,CESSNA,310R,No,2.0,Reciprocating,unknown,2.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,ERA11FA219,2011-03-30,"Greensboro, NC",United States,Fatal,Substantial,Airplane,BEECH,58,No,2.0,Reciprocating,unknown,2.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,ANC11LA022,2011-03-30,"Dayton, OH",United States,Non-Fatal,Substantial,Airplane,BOEING,737-301,No,2.0,Turbo Jet,Positioning,0.0,0.0,0.0,3.0,VMC,unknown,2011
Accident,CEN11CA255,2011-03-31,"Humnoke, AR",United States,Non-Fatal,Substantial,Airplane,CESSNA,182P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,unknown,2011
Accident,WPR11CA177,2011-03-31,"Republic, WA",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,WPR11CA178,2011-03-31,"Winslow, AZ",United States,Non-Fatal,Substantial,Airplane,CIRRUS,SR22,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,unknown,2011
Accident,CEN11CA271,2011-03-31,"Appleton, WI",United States,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,DCA11MA039,2011-04-01,"Yuma, AZ",United States,Non-Fatal,Substantial,Airplane,BOEING,737,No,2.0,Turbo Fan,unknown,0.0,2.0,0.0,120.0,VMC,unknown,2011
Accident,WPR11LA179,2011-04-01,"Newman, CA",United States,Non-Fatal,Substantial,Airplane,EAGLE,DW1,No,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,unknown,2011
Accident,WPR11LA180,2011-04-01,"Cedar City, UT",United States,Non-Fatal,Substantial,Airplane,WILLIAM WRIGHT,Avid Flyer,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,WPR11LA181,2011-04-01,"Palouse, WA",United States,Non-Fatal,Substantial,Airplane,CESSNA,A188,No,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,unknown,2011
Accident,CEN11CA257,2011-04-01,"San Antonio, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,172K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA223,2011-04-01,"Columbia, SC",United States,Non-Fatal,Substantial,Airplane,CESSNA,177,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11LA224,2011-04-01,"Greenwood, MS",United States,Non-Fatal,Substantial,Airplane,PIPER,PA 46-350P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11LA221,2011-04-01,"Sanford, FL",United States,Non-Fatal,Substantial,Airplane,CESSNA,310F,No,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11LA230,2011-04-01,"Vega Baja, PR",United States,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,unknown,2011
Accident,DCA11MA076,2011-04-02,"Roswell, NM",United States,Fatal,Substantial,Airplane,GULFSTREAM,GVI,No,2.0,Turbo Fan,Flight Test,4.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11CA226,2011-04-02,"Bridgeport, CT",United States,Non-Fatal,Substantial,Airplane,CESSNA,U206C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11LA266,2011-04-02,"Wellington, CO",United States,Non-Fatal,Substantial,Airplane,CESSNA,172RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11CA225,2011-04-02,"Manville, NJ",United States,Non-Fatal,Substantial,Airplane,PIPER,PA38,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,unknown,2011
Accident,ERA11CA227,2011-04-02,"Factoryville, PA",United States,Non-Fatal,Substantial,Airplane,CESSNA,150A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ENG11WA024,2011-04-02,"Saskatoon, Saskatchewan, Canada, Canada",Canada,Fatal,Destroyed,Airplane,CASA,C212,No,2.0,unknown,Aerial Observation,1.0,0.0,2.0,0.0,Unknown,unknown,2011
Accident,DCA11FA072,2011-04-02,"Phoenix, AZ",United States,Non-Fatal,Substantial,Airplane,BOMBARDIER,CL600 2B19,No,2.0,Turbo Fan,unknown,0.0,0.0,0.0,49.0,VMC,unknown,2011
Accident,CEN11LA281,2011-04-02,"Brookfield, MO",United States,Non-Fatal,Substantial,Airplane,REEVES,Avid Mark IV,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11LA183,2011-04-03,"Pleasant Grove, CA",United States,Fatal,Substantial,Airplane,TOMEI,S12 XL,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,WPR11FA184,2011-04-03,"Alameda, CA",United States,Fatal,Substantial,Airplane,NORTH AMERICAN,NAVION A,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11FA222,2011-04-03,"Chesapeake, VA",United States,Fatal,Substantial,Airplane,REPLOGLE,LANCAIR 360,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,WPR11FA182,2011-04-03,"Cherry Valley, CA",United States,Fatal,Substantial,Airplane,PIPER,PA-28RT,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11CA261,2011-04-03,"Colorado Springs, CO",United States,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11LA262,2011-04-03,"Ruidoso, NM",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-30,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Incident,CEN11IA270,2011-04-03,"Dubuque, IA",United States,Non-Fatal,Minor,Airplane,EMBRAER,EMB-135KL,No,2.0,Turbo Jet,unknown,0.0,0.0,0.0,47.0,VMC,unknown,2011
Incident,DCA11IA040,2011-04-04,"New Orleans, LA",United States,Non-Fatal,Minor,Airplane,AIRBUS,A320,No,2.0,Turbo Fan,unknown,0.0,0.0,0.0,109.0,IMC,unknown,2011
Accident,CEN11FA267,2011-04-04,"South Bend, IN",United States,Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR-22,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11LA229,2011-04-04,"Ridgely, MD",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28R-180,No,1.0,Reciprocating,Instructional,0.0,0.0,3.0,0.0,VMC,unknown,2011
Accident,WPR11CA197,2011-04-04,"Springerville, AZ",United States,Non-Fatal,Substantial,Airplane,XTREMEAIR GMBH,SBACH 342,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Incident,DCA11WA041,2011-04-04,"Bucharest, Romania",Romania,Non-Fatal,Substantial,Airplane,BOEING,B737,No,2.0,unknown,unknown,0.0,0.0,0.0,83.0,Unknown,unknown,2011
Accident,WPR11FA186,2011-04-05,"Gila Bend, AZ",United States,Non-Fatal,Substantial,Airplane,CESSNA,177RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,WPR11LA187,2011-04-06,"El Centro, CA",United States,Non-Fatal,Substantial,Airplane,ZENITH,701,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11FA188,2011-04-06,"Laramie, WY",United States,Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC.,A-1C-180,No,1.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,WPR11CA191,2011-04-06,"Snohomish, WA",United States,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11LA231,2011-04-06,"Okeechobee, FL",United States,Non-Fatal,Substantial,Airplane,CESSNA,172RG,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11CA333,2011-04-06,"Bar Harbor, ME",United States,Non-Fatal,Substantial,Airplane,CESSNA,172K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11FA274,2011-04-07,"Monaville, TX",United States,Non-Fatal,Substantial,Airplane,BEECH,A36,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,unknown,2011
Incident,DCA11WA042,2011-04-07,"Hamburg, Germany",Germany,Non-Fatal,Minor,Airplane,BOEING,B737,No,2.0,unknown,unknown,0.0,0.0,0.0,86.0,Unknown,unknown,2011
Accident,CEN11LA275,2011-04-07,"Oklahoma City, OK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-32-300,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11LA311,2011-04-07,"New Orleans, LA",United States,Non-Fatal,Substantial,Airplane,MOONEY AIRCRAFT CORP.,M20K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11LA193,2011-04-08,"Temple Bar, AZ",United States,Non-Fatal,Substantial,Airplane,BARTHOLOMEW,LANCAIR 320,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,WPR11CA194,2011-04-08,"Othello, WA",United States,Non-Fatal,Substantial,Airplane,CESSNA,172R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11TA279,2011-04-08,"Eden Prairie, MN",United States,Non-Fatal,Substantial,Airplane,ROCKWELL INTERNATIONAL,500-S,No,2.0,Reciprocating,Public Aircraft - Federal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11FA192,2011-04-09,"Camarillo, CA",United States,Non-Fatal,Substantial,Airplane,BEECH,35-B33,No,1.0,Reciprocating,Instructional,0.0,3.0,1.0,0.0,VMC,unknown,2011
Accident,ANC11CA023,2011-04-09,"Talkeetna, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-22/20,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11CA278,2011-04-09,"Stow, OH",United States,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ANC11CA024,2011-04-09,"Palmer, AK",United States,Non-Fatal,Substantial,Airplane,CESSNA,180H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11CA289,2011-04-09,"Fort Collins, CO",United States,Non-Fatal,Substantial,Airplane,RANS,S12,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11FA233,2011-04-10,"Biddeford, ME",United States,Fatal,Substantial,Airplane,CESSNA,402B,No,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11FA232,2011-04-10,"McComb, MS",United States,Fatal,Substantial,Airplane,CESSNA,310R,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,DCA11WA043,2011-04-10,"Paris, France",France,Non-Fatal,Substantial,Airplane,BOEING,B777,No,0.0,unknown,unknown,0.0,0.0,0.0,361.0,Unknown,unknown,2011
Accident,ANC11CA025,2011-04-10,"Delta Junction, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-12,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA276,2011-04-10,"Troy, MI",United States,Non-Fatal,Substantial,Airplane,CESSNA,182P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA237,2011-04-10,"Lesage, WV",United States,Non-Fatal,Substantial,Airplane,CESSNA,182A,No,1.0,Reciprocating,Skydiving,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11LA239,2011-04-10,"Cedartown, GA",United States,Non-Fatal,Substantial,Airplane,BEECH,BE99,No,2.0,Turbo Prop,Skydiving,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA236,2011-04-10,"Millville, NJ",United States,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,unknown,2011
Accident,WPR11LA205,2011-04-10,"Ramona, CA",United States,Non-Fatal,Substantial,Airplane,BENNETT,MIDJET MUSTANG I,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11CA238,2011-04-11,"Augusta, GA",United States,Non-Fatal,Substantial,Airplane,MOONEY AIRCRAFT CORP.,M20K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Incident,CEN11IA280,2011-04-11,"Chickasha, OK",United States,Non-Fatal,Minor,Airplane,BEECH,90B,No,2.0,Turbo Prop,Instructional,0.0,0.0,0.0,4.0,VMC,unknown,2011
Accident,ERA11LA242,2011-04-11,"Loxley, AL",United States,Non-Fatal,Substantial,Airplane,WSK MIELEC,AN-2,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,unknown,2011
Accident,ERA11CA241,2011-04-12,"Ft Pierce, FL",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,DCA11LA045,2011-04-12,"Jamaica, NY",United States,Non-Fatal,Substantial,Airplane,AIRBUS,A380,No,4.0,Turbo Fan,unknown,0.0,0.0,0.0,576.0,VMC,unknown,2011
Accident,ERA11LA240,2011-04-12,"Richmond, VA",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-31-350,No,2.0,Reciprocating,unknown,0.0,0.0,1.0,0.0,VMC,unknown,2011
Accident,WPR11LA195,2011-04-12,"Corona, CA",United States,Non-Fatal,Substantial,Airplane,CESSNA,150L,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,unknown,2011
Accident,CEN11CA282,2011-04-12,"Davenport, IA",United States,Non-Fatal,Substantial,Airplane,DELF TIM,ZENITH CH-701,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA288,2011-04-12,"Austin, TX",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-30,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,unknown,2011
Accident,WPR11CA196,2011-04-13,"Palouse, WA",United States,Non-Fatal,Substantial,Airplane,CESSNA,T188C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA244,2011-04-13,"Saint Petersburg, FL",United States,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA284,2011-04-13,"Peyton, CO",United States,Non-Fatal,Substantial,Airplane,PIPER,PA38,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11CA287,2011-04-13,"Telephone, TX",United States,Non-Fatal,Substantial,Airplane,AIR TRACTOR,AT503,No,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11CA243,2011-04-14,"Latrobe, PA",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11LA199,2011-04-14,"Winchester, CA",United States,Non-Fatal,Substantial,Airplane,ZENITH,CH-750,Yes,1.0,Reciprocating,Flight Test,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11LA249,2011-04-14,"Linden, NC",United States,Non-Fatal,Substantial,Airplane,BEECH,D-45 (T-34B),No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11CA250,2011-04-14,"Burgaw, NC",United States,Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,A-1B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11CA290,2011-04-14,"Park Falls, WI",United States,Non-Fatal,Substantial,Airplane,CESSNA,182H,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA254,2011-04-14,"Jacksonville, FL",United States,Non-Fatal,Substantial,Airplane,FLIGHT DESIGN GMBH,CTLS,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11FA285,2011-04-15,"De Queen, AR",United States,Fatal,Substantial,Airplane,HAWKER BEECHCRAFT,E-55,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11CA248,2011-04-15,"Baltimore, MD",United States,Non-Fatal,Substantial,Airplane,WALKER J C,LANCAIR 320,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ANC11LA027,2011-04-15,"Cold Bay, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-32-301,No,1.0,Reciprocating,unknown,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,WPR11LA202,2011-04-16,"Marana, AZ",United States,Non-Fatal,Substantial,Airplane,RANS,S-12,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,WPR11LA201,2011-04-16,"Payson, AZ",United States,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11FA292,2011-04-16,"New Orleans, LA",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-22/20,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11CA293,2011-04-16,"Greenville, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,CEN11CA294,2011-04-17,"Horseshoe Lake, AR",United States,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-802A,No,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,DCA11WA046,2011-04-17,"Copenhagen, Denmark",Denmark,Non-Fatal,Substantial,Airplane,BOEING,777,No,2.0,unknown,unknown,0.0,0.0,0.0,5.0,Unknown,unknown,2011
Accident,CEN11FA299,2011-04-17,"San Angelo, TX",United States,Fatal,Substantial,Airplane,CLAUS RODNEY L,CHRISTEN EAGLE II,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2011
Accident,CEN11CA376,2011-04-17,"San Angelo, TX",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11WA297,2011-04-18,"Rheindelden, Germany",Germany,Fatal,Substantial,Airplane,REIMS,FR172J,No,1.0,unknown,unknown,2.0,0.0,0.0,0.0,Unknown,unknown,2011
Accident,CEN11LA296,2011-04-19,"New Madrid, MO",United States,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-802A,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,1.0,VMC,unknown,2011
Accident,CEN11CA298,2011-04-19,"Greensburg, IN",United States,Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT,A-1C-180,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,2011
Accident,ERA11WA268,2011-04-20,"Volgodonsk, Russia",Russia,Non-Fatal,Substantial,Airplane,GRUMMAN,G164,No,0.0,unknown,Aerial Application,0.0,1.0,0.0,0.0,Unknown,unknown,2011
Accident,WPR11CA204,2011-04-21,"Palm Springs, CA",United States,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA255,2011-04-21,"Ocala, FL",United States,Non-Fatal,Substantial,Airplane,BEECH,F33A,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,CEN11FA300,2011-04-21,"Elk City, OK",United States,Fatal,Substantial,Airplane,DAHLMAN DOWER,Tailwind W-8,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,ERA11CA256,2011-04-21,"Locust Grove, GA",United States,Non-Fatal,Substantial,Airplane,VANS,RV8,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11WA265,2011-04-21,"Manaus, Brazil",Brazil,Fatal,Destroyed,Airplane,EMBRAER,EMB-810C,No,2.0,unknown,unknown,7.0,0.0,0.0,0.0,Unknown,unknown,2011
Accident,ERA11CA280,2011-04-21,"Teterboro, NJ",United States,Non-Fatal,Substantial,Airplane,BOMBARDIER,BD700 1A10,No,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,4.0,VMC,unknown,2011
Accident,CEN11FA302,2011-04-22,"Topeka, KS",United States,Fatal,Destroyed,Airplane,BEECH,58,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,unknown,2011
Accident,ERA11CA261,2011-04-22,"Westfield, MA",United States,Non-Fatal,Substantial,Airplane,PIPER,J3C-65,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,2011
Accident,ERA11LA264,2011-04-22,"Meriden, CT",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,2011
Accident,ERA11CA259,2011-04-23,"Lake Wales, FL",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,unknown,2011
