Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Year
Accident,FTW82DA244,1982-06-22,"COY, AR",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,G-164A,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982
Accident,FTW82DA240,1982-06-22,"DENTON, TX",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,CHI82DA224,1982-06-22,"FOWLERVILLE, MI",United States,Non-Fatal,Substantial,Airplane,CESSNA,170B,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,ATL82DA175,1982-06-22,"CHRISTIANSBURG, VA",United States,Non-Fatal,Substantial,Airplane,CESSNA,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1982
Accident,ATL82DA174,1982-06-22,"ABBEVILLE, SC",United States,Non-Fatal,Substantial,Airplane,CESSNA,R182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,Cruise,1982
Accident,LAX82FUM07,1982-06-22,"IMPERIAL, CA",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-36-285,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1982
Accident,FTW82DA239,1982-06-22,"JENNINGS, LA",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,G-164A,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1982
Accident,DEN82DA110,1982-06-22,"DURANGO, CO",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-32RT-300T,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,VMC,Unknown,1982
Accident,SEA82FA093,1982-06-23,"LOPEZ ISLAND, WA",United States,Non-Fatal,Destroyed,Airplane,STINSON,108-3,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,1982
Accident,MIA82DA140,1982-06-23,"DEERFIELD FIELD, FL",United States,Non-Fatal,Destroyed,Airplane,PIPER,PA-38-112,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,IMC,Cruise,1982
Accident,DEN82FTC06,1982-06-23,"PINEDALE, WY",United States,Non-Fatal,Destroyed,Airplane,BELLANCE,7GCBC,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Takeoff,1982
Accident,ANC82DAG33,1982-06-23,"TALKEETNA, AK",United States,Fatal(1),Destroyed,Airplane,PIPER,PA-14,No,1.0,Reciprocating,Personal,1.0,1.0,2.0,0.0,VMC,Takeoff,1982
Accident,SEA82DA094,1982-06-23,"TOLEDO, WA",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Approach,1982
Accident,MKC82FA110,1982-06-23,"COLUMBIA, MO",United States,Non-Fatal,Substantial,Airplane,BELLANCA,17-30,No,1.0,Reciprocating,Business,0.0,2.0,1.0,0.0,VMC,Cruise,1982
Accident,LAX82DA233,1982-06-23,"PORTERVILLE, CA",United States,Non-Fatal,Substantial,Airplane,AERONCA,7AC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,1982
Accident,CHI82FER22,1982-06-23,"MAPLE PLAIN, MN",United States,Non-Fatal,Substantial,Airplane,AERONCA,7AC,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Go-around,1982
Accident,ANC82FAA05,1982-06-23,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,Airplane,CESSNA,185,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,1982
Accident,FTW82DPG16,1982-06-23,"HOLLYGROVE, AR",United States,Non-Fatal,Substantial,Airplane,CALLAIR,A-9,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Takeoff,1982
Accident,DEN82AA115,1982-06-24,"NEAR RINGLING, MT",United States,Fatal(6),Destroyed,Airplane,BEECH,V35B,No,1.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,IMC,Maneuvering,1982
Accident,SEA82DA095,1982-06-24,"JUNEAU, AK",United States,Non-Fatal,Substantial,Airplane,CESSNA,U206,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,Climb,1982
Accident,FTW82DA289,1982-06-24,"QUINLAN, TX",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-160,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,3.0,VMC,Cruise,1982
Accident,ANC82DA052,1982-06-24,"KENAI, AK",United States,Non-Fatal,Substantial,Airplane,CESSNA,182,No,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Approach,1982
Accident,FTW82DA245,1982-06-24,"FORT WORTH, TX",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-236,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Takeoff,1982
Accident,FTW82DA242,1982-06-24,"HART, TX",United States,Non-Fatal,Substantial,Airplane,ROCKWELL INTERNATIONAL,S2R,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,ATL82FKQ16,1982-06-25,"MADISON, MS",United States,Non-Fatal,Destroyed,Airplane,BEECH,58,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,NYC82DA131,1982-06-25,"MILLVILLE, NJ",United States,Non-Fatal,Substantial,Airplane,CESSNA,A-152,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,1982
Accident,FTW82DRA22,1982-06-25,"HARDIN, TX",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,G-164,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,Maneuvering,1982
Accident,FTW82DA248,1982-06-25,"FORT WORTH, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,172P ROBERTSON STOL,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,ATL82DA178,1982-06-25,"FT. MEADE, MD",United States,Non-Fatal,Substantial,Airplane,BELLANCA,7ECA,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1982
Accident,ANC82FAA06,1982-06-25,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-18-150,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,1982
Accident,FTW82DA249,1982-06-25,"OZONA, TX",United States,Non-Fatal,Substantial,Airplane,SNOW,600-S2C,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1982
Accident,DEN82DA117,1982-06-25,"25NM SW SANTA R, MT",United States,Non-Fatal,Substantial,Airplane,CESSNA,188,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,1982
Accident,DEN82DA116,1982-06-25,"LAMAR, CO",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,G-164,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,NYC82FGT15,1982-06-26,"PEACH BOTTOM, PA",United States,Fatal(3),Destroyed,Airplane,AERONCA,11AC,No,1.0,Reciprocating,Personal,3.0,2.0,4.0,0.0,VMC,Maneuvering,1982
Accident,LAX82FA236,1982-06-26,"TRINITY CENTER, CA",United States,Fatal(3),Destroyed,Airplane,CESSNA,182,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Cruise,1982
Accident,LAX82AA235B,1982-06-26,"SAN JOSE, CA",United States,Fatal(3),Destroyed,Airplane,CESSNA,172M,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Approach,1982
Accident,LAX82AA235A,1982-06-26,"SAN JOSE, CA",United States,Fatal(3),Destroyed,Airplane,CESSNA,320B,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Approach,1982
Accident,SEA82DA099,1982-06-26,"OTHELLO, WA",United States,Non-Fatal,Substantial,Airplane,CESSNA,A188B,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,NYC82DA133,1982-06-26,"LINCOLN PARK, NJ",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,AA-5A,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,1982
Accident,NYC82DA132,1982-06-26,"PRESQUE ISLE, ME",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Approach,1982
Accident,MKC82FCQ11,1982-06-26,"SCOTT CITY, KS",United States,Non-Fatal,Substantial,Airplane,CESSNA,188B,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,Maneuvering,1982
Accident,MKC82FCA09,1982-06-26,"KAHOKA, MO",United States,Non-Fatal,Substantial,Airplane,CESSNA,172H,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Landing,1982
Accident,MIA82DA141,1982-06-26,"FELLSMERE, FL",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Maneuvering,1982
Accident,LAX82FVM15,1982-06-26,"POINT LOBOS, CA",United States,Non-Fatal,Substantial,Airplane,CESSNA,150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1982
Accident,FTW82FRD16,1982-06-26,"BELLE CHASSE, LA",United States,Fatal(1),Substantial,Airplane,PIPER,PA-32-260,No,1.0,Reciprocating,Business,1.0,2.0,0.0,0.0,VMC,Takeoff,1982
Accident,FTW82DA250,1982-06-26,"BELEN, NM",United States,Non-Fatal,Substantial,Airplane,BEECH,D18S,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1982
Accident,ATL82DA177,1982-06-26,"HIXSON, TN",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-22-150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,1982
Accident,ANC82DA053,1982-06-26,"NEAR ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,CESSNA,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Taxi,1982
Accident,LAX82FUM08,1982-06-26,"JACUMBA, CA",United States,Non-Fatal,Substantial,Airplane,BELLANCA,8GCBC,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Taxi,1982
Accident,FTW82DA254,1982-06-26,"LLANO, TX",United States,Non-Fatal,Substantial,Airplane,DOWNER AIRCRAFT INDUSTRIES,REPUBLIC RC-3,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,1982
Accident,NYC82FNA18,1982-06-27,"SALISBURY, MA",United States,Non-Fatal,Destroyed,Airplane,CALLAIR,A-9,No,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,Approach,1982
Accident,NYC82FHJ06,1982-06-27,"LARCHMONT, NY",United States,Fatal(3),Destroyed,Airplane,CESSNA,177,No,1.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC,Maneuvering,1982
Accident,MKC82FCJ03,1982-06-27,"NEAR QGALLALA, NE",United States,Non-Fatal,Destroyed,Airplane,CESSNA,177,No,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,Approach,1982
Accident,MIA82DA143,1982-06-27,"HOLLYWOOD, FL",United States,Non-Fatal,Destroyed,Airplane,CESSNA,150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,1982
Accident,FTW82DRJ19A,1982-06-27,"LUFKIN, TX",United States,Non-Fatal,Minor,Airplane,BOEING,B-75,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,1982
Accident,SEA82DA097,1982-06-27,"TWIN FALLS, ID",United States,Non-Fatal,Substantial,Airplane,MOONEY,M20A,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Approach,1982
Accident,NYC82DA173,1982-06-27,"SHAPLEIGH, ME",United States,Non-Fatal,Substantial,Airplane,CESSNA,150L,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,1982
Accident,MIA82DA142,1982-06-27,"WEST PALM BEACH, FL",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,LAX82DUJ41,1982-06-27,"PIMA, AZ",United States,Non-Fatal,Substantial,Airplane,CESSNA,150G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,FTW82DRJ19B,1982-06-27,"LUFKIN, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Standing,1982
Accident,FTW82DA290,1982-06-27,"FRIENDSWOOD, TX",United States,Non-Fatal,Substantial,Airplane,RYAN AERONAUTICS,ST3KR (PT 21),No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Approach,1982
Accident,FTW82DA255,1982-06-27,"KENNEDALE, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,172XP,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,1982
Accident,CHI82DA225,1982-06-27,"BLOOMINGTON, IL",United States,Non-Fatal,Substantial,Airplane,BOEING,E75,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,MIA82DA144,1982-06-28,"PENSACOLA, FL",United States,Non-Fatal,Substantial,Airplane,CESSNA,210N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1982
Accident,FTW82FPA14,1982-06-28,"PARIS, TX",United States,Non-Fatal,Substantial,Airplane,MOONEY,M20E,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1982
Accident,FTW82DA252,1982-06-28,"GRAHAM, TX",United States,Non-Fatal,Substantial,Airplane,BEECH,35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Descent,1982
Accident,DEN82DA120,1982-06-28,"FIRESTONE, CO",United States,Non-Fatal,Substantial,Airplane,AERO COMMANDER,100,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,CHI82DA226,1982-06-28,"LOWELL, MI",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-38,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,1982
Accident,NYC82FA134,1982-06-28,"BENNINGTON, VT",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-31,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,1982
Accident,LAX82FA237,1982-06-29,"PHOENIX, AZ",United States,Fatal(1),Destroyed,Airplane,GRUMMAN AMERICAN,AA5A,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,1982
Accident,LAX82DA239,1982-06-29,"FRESNO, CA",United States,Non-Fatal,Substantial,Airplane,CESSNA,R182,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,CHI82DA227,1982-06-29,"BLUFFTON, OH",United States,Non-Fatal,Substantial,Airplane,CESSNA,310K,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,ATL82DA181,1982-06-29,"MARTINSBURG, WV",United States,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,1982
Accident,ATL82DA180,1982-06-29,"SCOOBA, MS",United States,Non-Fatal,Substantial,Airplane,CESSNA,185,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Climb,1982
Accident,SEA82DA098,1982-06-29,"GLACIER BAY, AK",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-32-300,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,Cruise,1982
Accident,DEN82DA121,1982-06-29,"GREELEY, CO",United States,Non-Fatal,Substantial,Airplane,AYRES,S-2C,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1982
Accident,LAX82DA238,1982-06-30,"EL CENTRO, CA",United States,Non-Fatal,Destroyed,Airplane,CESSNA,205,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,1982
Accident,CHI82FA228,1982-06-30,"WASHINGTON, IL",United States,Non-Fatal,Destroyed,Airplane,PIPER,PA-28RT-201,No,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC,Takeoff,1982
Accident,ATL82FA182,1982-06-30,"HENDERSONVILLE, NC",United States,Non-Fatal,Destroyed,Airplane,CESSNA,150L,No,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,Takeoff,1982
Accident,SEA82FYK09,1982-06-30,"NEAR CRESWELL, OR",United States,Non-Fatal,Substantial,Airplane,AERONCA,7AC,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,1982
Accident,FTW82DA256,1982-06-30,"FABENS, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,150A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1982
Accident,FTW82DA253,1982-06-30,"LUBBOCK, TX",United States,Non-Fatal,Substantial,Airplane,BEECH,E18S,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Landing,1982
Accident,DEN82DA122,1982-06-30,"LAS ANIMAS, CO",United States,Non-Fatal,Substantial,Airplane,CESSNA,340,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,VMC,Approach,1982
Accident,LAX82FVD19,1982-07-01,"STOCKTON, CA",United States,Non-Fatal,Destroyed,Airplane,GRUMMAN,G-164B,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,Maneuvering,1982
Accident,NYC82DA136,1982-07-01,"SIDMAN, PA",United States,Non-Fatal,Substantial,Airplane,CESSNA,182Q,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Descent,1982
Accident,NYC82DA135,1982-07-01,"AMBLER, PA",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Approach,1982
Accident,MKC82DA111,1982-07-01,"ST. LOUIS, MO",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,AA1C,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,1982
Accident,FTW82DA260,1982-07-01,"NEW ORLEANS, LA",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-39,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,1982
Accident,FTW82DA259,1982-07-01,"EL DORADO, OK",United States,Non-Fatal,Substantial,Airplane,CESSNA,310Q,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982
Accident,FTW82DA257,1982-07-01,"EPPS, LA",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,G-164A,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982
Accident,DEN82DA124,1982-07-01,"CALHAN, CO",United States,Non-Fatal,Substantial,Airplane,LUSCOMBE,8F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1982
Accident,CHI82DA230,1982-07-01,"LADYSMITH, WI",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1982
Accident,CHI82DA229,1982-07-01,"GRAND HAVEN, MI",United States,Non-Fatal,Substantial,Airplane,CLANCY,SKYBABY,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1982
Accident,ATL82DA188,1982-07-01,"DODDSVILLE, MS",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,G-164A,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,1982
Accident,ANC82DA054,1982-07-01,"KASILOF, AK",United States,Non-Fatal,Substantial,Airplane,CESSNA,172K,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Landing,1982
Accident,MKC82DA112,1982-07-02,"OBERLIN, KS",United States,Non-Fatal,Destroyed,Airplane,PIPER,PA-24-250,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Approach,1982
Accident,LAX82FUQ15,1982-07-02,"MOJAVE, CA",United States,Fatal(1),Destroyed,Airplane,QUICKIE,QAC-1,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Approach,1982
Accident,LAX82FA240,1982-07-02,"37 NM NW. OF RE, CA",United States,Fatal(2),Destroyed,Airplane,BEECH,V35B,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,1982
Accident,FTW82DA258,1982-07-02,"SWIFTON, AR",United States,Non-Fatal,Destroyed,Airplane,GRUMMAN,G-164B,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,Maneuvering,1982
Accident,ANC82FAA07,1982-07-02,"FAIRBANKS, AK",United States,Fatal(2),Destroyed,Airplane,MAULE,M-5,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,1982
Accident,SEA82DA100,1982-07-02,"MT. VERNON, WA",United States,Non-Fatal,Substantial,Airplane,MAULE,M-5-235C,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,NYC82DA138,1982-07-02,"WEST HAVEN, CT",United States,Non-Fatal,Substantial,Airplane,GRUMMAN,AA-1C,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,1982
Accident,MIA82DA145,1982-07-02,"CLEARWATER, FL",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-30,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,FTW82DA261,1982-07-02,"DALLAS, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,T310P,No,2.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Takeoff,1982
Accident,DEN82DA125,1982-07-02,"WAMSUTTER, WY",United States,Non-Fatal,Substantial,Airplane,ERCOUPE,415-C,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1982
Accident,ANC82DA057,1982-07-02,"NOME, AK",United States,Non-Fatal,Substantial,Airplane,BRITTEN NORMAN,BN-2A,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1982
Accident,LAX82FUM09,1982-07-03,"FALLBROOK, CA",United States,Fatal(1),Destroyed,Airplane,PITTS,S1-S,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Takeoff,1982
Accident,NYC82DA144,1982-07-03,"MANSFIELD, MA",United States,Non-Fatal,Substantial,Airplane,ERCOUPE,415-C,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,1982
Accident,NYC82DA143,1982-07-03,"CLEMENTON, NJ",United States,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,1982
Accident,MKC82DA115,1982-07-03,"FULLERTON, NE",United States,Non-Fatal,Substantial,Airplane,BEECH,58P,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,1982
Accident,MKC82DA114,1982-07-03,"CLARINDA, IA",United States,Non-Fatal,Substantial,Airplane,CESSNA,150L,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,MKC82DA113,1982-07-03,"MISSOURI VALLEY, IA",United States,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,FTW82DA270,1982-07-03,"WIMBERLEY, TX",United States,Non-Fatal,Substantial,Airplane,MOONEY,M20F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,FTW82DA262,1982-07-03,"FORT WORTH, TX",United States,Non-Fatal,Substantial,Airplane,CESSNA,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1982
Accident,DEN82DA128,1982-07-03,"AURORA, CO",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,CHI82FA231,1982-07-03,"NEW YORK MILLS, MN",United States,Fatal(2),Substantial,Airplane,CESSNA,150J,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,1982
Accident,CHI82DA237,1982-07-03,"POPULAR GROVE, IL",United States,Non-Fatal,Substantial,Airplane,WACO,UPF-7,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1982
Accident,CHI82DA232,1982-07-03,"HARLAN, IN",United States,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1982
Accident,ATL82DA187,1982-07-03,"SWAN QUARTER, NC",United States,Non-Fatal,Substantial,Airplane,MOONEY,M20J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,1982
Accident,ATL82DA185,1982-07-03,"DUNCAN, MS",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-28-151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,1982
Accident,CHI82DA233,1982-07-03,"SANTISGO, MN",United States,Non-Fatal,Substantial,Airplane,CESSNA,150M,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1982
Accident,FTW82DA267,1982-07-04,"ABBEYVILLE, LA",United States,Non-Fatal,Destroyed,Airplane,CESSNA,182G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1982
Accident,ATL82DA194,1982-07-04,"MADISON, IN",United States,Non-Fatal,Destroyed,Airplane,CESSNA,182,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Cruise,1982
Accident,NYC82DA145,1982-07-04,"LUDLOW, VT",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1982
Accident,NYC82DA139,1982-07-04,"LACONIA, NH",United States,Non-Fatal,Substantial,Airplane,CESSNA,150M,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1982
Accident,MIA82DA150,1982-07-04,"CLEARWATER, FL",United States,Non-Fatal,Substantial,Airplane,PIPER,PA-24,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982
Accident,LAX82DA246,1982-07-04,"SOUTH LAKE TAHO, CA",United States,Non-Fatal,Substantial,Airplane,CESSNA,T210L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,UNK,Landing,1982
