Aircraft Type,Accident Count,Fatal Accidents,Total Fatalities,Avg Severity Index,First Year,Last Year,Risk Score
LEROUX JOHN F CCX 1865,0.0,0,0.0,0.0,2018,2018,0.0
BEECHCRAFT CORPORATION A36TC,0.0,0,0.0,0.0,2012,2012,0.0
BEECHCRAFT C90A,0.0,0,0.0,0.0,2020,2020,0.0
MILLER GREGORY SCOTT GOT ROCKS,0.0,0,0.0,0.0,2011,2011,0.0
BEECHCRAFT C 45H,0.0,0,0.0,0.0,1982,1982,0.0
BEECHCRAFT BE99,0.0,0,0.0,0.0,2007,2007,0.0
MILLER LANCAIR 235,0.0,0,0.0,0.0,2001,2001,0.0
BEECHCRAFT BE 36,0.0,0,0.0,0.0,2001,2001,0.0
BEECHCRAFT BE 24R,0.0,0,0.0,0.0,2005,2005,0.0
AEROTEK PITTS SPEC,0.0,0,0.0,0.0,2009,2009,0.0
MICHAEL S/MICHAEL K SAFARI,0.0,0,0.0,0.0,2012,2012,0.0
AMERICAN LEGEND AL 3C,0.0,0,0.0,0.0,2009,2009,0.0
AEROPRAKT A 22 VALOR,0.0,0,0.0,0.0,2018,2018,0.0
AERONCA SEDAN 15AC,0.0,0,0.0,0.0,1991,1991,0.0
AERONCA SEDAN AR 15,0.0,0,0.0,0.0,1994,1994,0.0
AERONCA/BUBECK BUBECK AERONCA,0.0,0,0.0,0.0,2004,2004,0.0
NORTH AMERICAN T 28,0.0,0,0.0,0.0,1984,1984,0.0
AEROPRAKT A 20 VISTA CRUISER,0.0,0,0.0,0.0,2017,2017,0.0
AEROPRAKT A 22,0.0,0,0.0,0.0,2007,2007,0.0
MONG SPORT S,0.0,0,0.0,0.0,1993,1993,0.0
NORTH AMERICAN SNJ 6B,0.0,0,0.0,0.0,1998,1998,0.0
AEROPRO CZ S R O A220,0.0,0,0.0,0.0,2021,2021,0.0
AERONCA CHAMP 7EC,0.0,0,0.0,0.0,1982,1982,0.0
AERONCA BUBECK IRVING BUBECK AERONCA,0.0,0,0.0,0.0,2000,2000,0.0
AERONCA 65 LA,0.0,0,0.0,0.0,1984,1984,0.0
AERONCA BL7 AC,0.0,0,0.0,0.0,2000,2000,0.0
AERONCA 65 TAC (L 3),0.0,0,0.0,0.0,1998,1998,0.0
AERONCA S7EC,0.0,0,0.0,0.0,2019,2019,0.0
AERONCA S7CCM,0.0,0,0.0,0.0,2005,2005,0.0
AERONCA S11BC,0.0,0,0.0,0.0,1988,1988,0.0
AERONCA S11AC,0.0,0,0.0,0.0,2014,2014,0.0
NORTH AMERICAN 0 47B,0.0,0,0.0,0.0,1982,1982,0.0
AERONCA O 58A,0.0,0,0.0,0.0,1984,1984,0.0
AERONCA L3B,0.0,0,0.0,0.0,1990,1990,0.0
AERONCA L16A,0.0,0,0.0,0.0,2019,2019,0.0
LEONARDO SPA AW169,0.0,0,0.0,0.0,2021,2021,0.0
AERONCA KCA,0.0,0,0.0,0.0,1993,1993,0.0
AERONCA CHIEF 65 CA,0.0,0,0.0,0.0,1998,1998,0.0
AERONCA CHAMPION 7GCBC,0.0,0,0.0,0.0,2004,2004,0.0
AERONCA CHAMPION 7CCM,0.0,0,0.0,0.0,1992,1992,0.0
LEONARDO AW139,0.0,0,0.0,0.0,2017,2017,0.0
AERONCA CHAMPION,0.0,0,0.0,0.0,2007,2007,0.0
MONG SPORT 1,0.0,0,0.0,0.0,1982,1982,0.0
AEROS LTD AEROS 2,0.0,0,0.0,0.0,2015,2015,0.0
AERONCA 65 TAF,0.0,0,0.0,0.0,1996,1996,0.0
MONI MOTOR GLIDER,0.0,0,0.0,0.0,1987,1987,0.0
AERONCA 58B,0.0,0,0.0,0.0,2018,2018,0.0
ABERNATHY STREAKER,0.0,0,0.0,0.0,2000,2000,0.0
LATTIMORE DWYER BREEZY,0.0,0,0.0,0.0,1994,1994,0.0
MIDGET MUSTANG,0.0,0,0.0,0.0,1982,1982,0.0
LAUREL AERO CLUB CASSUTT III M,0.0,0,0.0,0.0,1994,1994,0.0
AERO COMMANDER AC50,0.0,0,0.0,0.0,2006,2006,0.0
MIDGET MUSTANG I,0.0,0,0.0,0.0,1983,1983,0.0
ABC ABC 60 PLUS,0.0,0,0.0,0.0,1994,1994,0.0
ABRAHAM J G II/ERICKSON K ONE DESIGN,0.0,0,0.0,0.0,1999,1999,0.0
AERONCA 7AC CHAMP,0.0,0,0.0,0.0,1983,1983,0.0
PALULIS JOHN EXEC 162F,0.0,0,0.0,0.0,2006,2006,0.0
ABRAMS/NUDING QUICKIE Q2,0.0,0,0.0,0.0,1992,1992,0.0
LAURENT A. CLOUTIER BD 5B,0.0,0,0.0,0.0,1991,1991,0.0
AC MFG & DEV'T CO CH 2000,0.0,0,0.0,0.0,2007,2007,0.0
PALMER/WILGUS FOKKER F1,0.0,0,0.0,0.0,2001,2001,0.0
ACKERT DAKOTA HAWK DH23,0.0,0,0.0,0.0,2007,2007,0.0
AERONCA AR11,0.0,0,0.0,0.0,1993,1993,0.0
AERONCA AR 58 058B,0.0,0,0.0,0.0,2003,2003,0.0
LATTER CHRISTEN EAGLE II,0.0,0,0.0,0.0,1994,1994,0.0
AERONCA AR 15,0.0,0,0.0,0.0,2007,2007,0.0
AERONCA AIRCRAFT CORPORATION 7AC,0.0,0,0.0,0.0,2009,2009,0.0
AERONCA 7KCAB,0.0,0,0.0,0.0,1989,1989,0.0
AERONCA 7JC,0.0,0,0.0,0.0,2007,2007,0.0
NORTH AMERICAN T 2C,0.0,0,0.0,0.0,1985,1985,0.0
AERONCA 7GC,0.0,0,0.0,0.0,1982,1982,0.0
AERONCA 7ECA,0.0,0,0.0,0.0,1983,1983,0.0
AERONCA 7DC CONV,0.0,0,0.0,0.0,2009,2009,0.0
AERONCA 7CCM 200,0.0,0,0.0,0.0,2000,2000,0.0
MONNET MONI,0.0,0,0.0,0.0,1985,1985,0.0
MONKE ROTEC RALLY 3,0.0,0,0.0,0.0,1983,1983,0.0
AERONCA 7BC,0.0,0,0.0,0.0,2009,2009,0.0
AERONCA 7AC EC,0.0,0,0.0,0.0,1997,1997,0.0
AERONCA 7AC CONV,0.0,0,0.0,0.0,2009,2009,0.0
AERONCA 65,0.0,0,0.0,0.0,2005,2005,0.0
NORTH AMERICAN SNJ 5B,0.0,0,0.0,0.0,2004,2004,0.0
ACRO SPORT ACRO SPORT,0.0,0,0.0,0.0,1993,1993,0.0
MOHR STARDUSTER TOO,0.0,0,0.0,0.0,2003,2003,0.0
AERO VODOCHODY AERO. WORKS L 39,0.0,0,0.0,0.0,1998,1998,0.0
"MOFFITT, WILLIAM A. WINDRYDER",0.0,0,0.0,0.0,1990,1990,0.0
AERO WORKS AERO LITE 103,0.0,0,0.0,0.0,2012,2012,0.0
AERODYNAMICS . HAWK MKII,0.0,0,0.0,0.0,1987,1987,0.0
MOHR EAA BIPLANE P,0.0,0,0.0,0.0,1998,1998,0.0
MOHR SKYBOLT,0.0,0,0.0,0.0,1998,1998,0.0
AEROFAB INC. 4/210,0.0,0,0.0,0.0,1991,1991,0.0
LEONE SONERAI II,0.0,0,0.0,0.0,1985,1985,0.0
AEROFAB INC. LAKE LA 4 200,0.0,0,0.0,0.0,1989,1989,0.0
AEROFAB INC. LAKE SEAWOLF,0.0,0,0.0,0.0,2000,2000,0.0
LENART ROTORWAY EXEC 162F,0.0,0,0.0,0.0,2001,2001,0.0
MONETT KEATING MONI,0.0,0,0.0,0.0,1984,1984,0.0
AEROMOT AMT 100,0.0,0,0.0,0.0,2021,2021,0.0
AEROMOT AMT 200,0.0,0,0.0,0.0,1997,1997,0.0
MOE PIETENPOL AIRCAMPER A,0.0,0,0.0,0.0,2010,2010,0.0
AIRBORNE EDGE 582 T,0.0,0,0.0,0.0,2009,2009,0.0
AIRBORNE EDGE X CLASSIC,0.0,0,0.0,0.0,2018,2018,0.0
MODROW AVID FLYER,0.0,0,0.0,0.0,1999,1999,0.0
LEONARD TRUDY KITFOX III,0.0,0,0.0,0.0,2010,2010,0.0
ANDELIN (PITTS) S1E,0.0,0,0.0,0.0,2003,2003,0.0
ANATRA BART T VANS RV 7A,0.0,0,0.0,0.0,2011,2011,0.0
AMSTUTZ CURTIS J BD 5B,0.0,0,0.0,0.0,2017,2017,0.0
AMS FLIGHT D.O.O. DG 500 ELAN ORION,0.0,0,0.0,0.0,2011,2011,0.0
AMORDE GLASAIR II S RG,0.0,0,0.0,0.0,2006,2006,0.0
AMMETER RV 6,0.0,0,0.0,0.0,2004,2004,0.0
MOBI LIGHT CCX 2300,0.0,0,0.0,0.0,2021,2021,0.0
MKII CORPORATION LANCAIR LEGACY 2000,0.0,0,0.0,0.0,2008,2008,0.0
ANDERSON AIRCRAFT CORP. KITFOX IV 1200,0.0,0,0.0,0.0,1997,1997,0.0
MOLINO OY MU2 2B 25,0.0,0,0.0,0.0,1998,1998,0.0
AMERICAN LEGEND AL3C,0.0,0,0.0,0.0,2009,2009,0.0
LEONARD WALTERS AVID MAGNUM,0.0,0,0.0,0.0,2001,2001,0.0
AEROMOT AMT 200(SU,0.0,0,0.0,0.0,2009,2009,0.0
AEROMOT AMT200,0.0,0,0.0,0.0,2009,2009,0.0
"AERO TEK, INC. ZUNI",0.0,0,0.0,0.0,2000,2000,0.0
AERO DESIGNS PULSAR,0.0,0,0.0,0.0,2018,2018,0.0
AERO COMMANDER S2R T34,0.0,0,0.0,0.0,2002,2002,0.0
AERO COMMANDER S2R THRUSH,0.0,0,0.0,0.0,2002,2002,0.0
MONNETT SONERIA,0.0,0,0.0,0.0,1990,1990,0.0
AERO COMMANDER THRUSH S2R,0.0,0,0.0,0.0,1984,1984,0.0
NORTH AMERICAN AT 6B,0.0,0,0.0,0.0,1995,1995,0.0
AERO DESIGN ELEVEN 12,0.0,0,0.0,0.0,2000,2000,0.0
"AERO FALCON INTL., INC. KNIGHT FALCON",0.0,0,0.0,0.0,1993,1993,0.0
AEROMOT AURA,0.0,0,0.0,0.0,1989,1989,0.0
AERO MERCANTIL S.A. GAVILAN 358 EL 1,0.0,0,0.0,0.0,1992,1992,0.0
MONOCOUPE 110 SPECIAL,0.0,0,0.0,0.0,2006,2006,0.0
MONOCOUPE 90A,0.0,0,0.0,0.0,2000,2000,0.0
NORTH AMERICAN SNJ 4 (AT 6),0.0,0,0.0,0.0,1999,1999,0.0
AERO SP Z O O (GOBOSH) AT 4 LSA,0.0,0,0.0,0.0,2008,2008,0.0
MONNETT SONERAI,0.0,0,0.0,0.0,2022,2022,0.0
AERO COMMANDER S 2D,0.0,0,0.0,0.0,1987,1987,0.0
AERO COMMANDER LARK 100 180,0.0,0,0.0,0.0,1989,1989,0.0
AERO COMMANDER GA 500 B,0.0,0,0.0,0.0,2007,2007,0.0
AERO COMMANDER CALLAIR B 1A,0.0,0,0.0,0.0,1987,1987,0.0
AERO COMMANDER CALLAIR A9B,0.0,0,0.0,0.0,1986,1986,0.0
AERO COMMANDER CALLAIR A9 B,0.0,0,0.0,0.0,1987,1987,0.0
MONNETT SONERAI IIL,0.0,0,0.0,0.0,1993,1993,0.0
NORTH AMERICAN 500,0.0,0,0.0,0.0,1987,1987,0.0
NORTH AMERICAN AT 6 D,0.0,0,0.0,0.0,2001,2001,0.0
AERONCA 60 TF,0.0,0,0.0,0.0,1984,1984,0.0
MOONEY AIRCRAFT CORP. M20C,0.0,0,0.0,0.0,2013,2013,0.0
NORTH AMERICAN AT,0.0,0,0.0,0.0,2018,2018,0.0
AERONCA 50F,0.0,0,0.0,0.0,1989,1989,0.0
AERONCA 15 AC SEDAN,0.0,0,0.0,0.0,1986,1986,0.0
AERONCA 11AC 991,0.0,0,0.0,0.0,2000,2000,0.0
AERONCA 058B,0.0,0,0.0,0.0,1985,1985,0.0
AERONCA 0 58A,0.0,0,0.0,0.0,2011,2011,0.0
ACKLAND JEFFREY DEAN SH 3R,0.0,0,0.0,0.0,2014,2014,0.0
ACRO SPORT ACRODUSTER II SA750,0.0,0,0.0,0.0,2007,2007,0.0
AEROTEK PITTS S 1,0.0,0,0.0,0.0,1985,1985,0.0
PARKER ROTORWAY 162F,0.0,0,0.0,0.0,2001,2001,0.0
MICHAEL BURTON CALIDUS,0.0,0,0.0,0.0,2016,2016,0.0
AERO ADVENTURE AVENTURA UL,0.0,0,0.0,0.0,2017,2017,0.0
LARSEN AVID HEAVY HAULER,0.0,0,0.0,0.0,1994,1994,0.0
AERO AT SP ZOO AT 4 LSA,0.0,0,0.0,0.0,2011,2011,0.0
AEROS 2,0.0,0,0.0,0.0,2016,2016,0.0
AEROS LTD SKYRANGER,0.0,0,0.0,0.0,2019,2019,0.0
AG CAT CORPORATION G 164B,0.0,0,0.0,0.0,2001,2001,0.0
MICHAEL ALLEN BROWN RAF 2000 GTX,0.0,0,0.0,0.0,2003,2003,0.0
AGIN JEFFREY T RV 4,0.0,0,0.0,0.0,2006,2006,0.0
AGUSTA 109A,0.0,0,0.0,0.0,1987,1987,0.0
LARSEN MARK V,0.0,0,0.0,0.0,2014,2014,0.0
PARKER VANS RV 4,0.0,0,0.0,0.0,1999,1999,0.0
AGUSTA A 109E,0.0,0,0.0,0.0,2003,2003,0.0
AGUSTA A.109 MK.II,0.0,0,0.0,0.0,2007,2007,0.0
AERMACCHI BOSBOK AM 3 C,0.0,0,0.0,0.0,2005,2005,0.0
MICHAEL CANS RV 8,0.0,0,0.0,0.0,2011,2011,0.0
"AEGERTER, SIMON VELOCITY 173E RG",0.0,0,0.0,0.0,1998,1998,0.0
LARS AVID FLYER,0.0,0,0.0,0.0,1991,1991,0.0
ADVENTURA II,0.0,0,0.0,0.0,2004,2004,0.0
LARRY WOODS VENTURE,0.0,0,0.0,0.0,2003,2003,0.0
MICHEL PAUL JOHN MURPHY REBEL,0.0,0,0.0,0.0,2008,2008,0.0
ADVANCED TECHNOLOGY PREDATOR 480,0.0,0,0.0,0.0,1985,1985,0.0
LAWSON RONALD S EXPLORER,0.0,0,0.0,0.0,2014,2014,0.0
LESTER F.W. WEST VP 1,0.0,0,0.0,0.0,1985,1985,0.0
ADRIAN GEORGE W EUROPA CLASSIC,0.0,0,0.0,0.0,2017,2017,0.0
MIGAS RV9 A,0.0,0,0.0,0.0,2010,2010,0.0
ADOLPHSON CCK 1865,0.0,0,0.0,0.0,2013,2013,0.0
PALEN SOPWITH CAMEL,0.0,0,0.0,0.0,2005,2005,0.0
ADAMS WILLIAM C QUICKIE Q1,0.0,0,0.0,0.0,1985,1985,0.0
PALEN SOPWITH DOLPHIN,0.0,0,0.0,0.0,1990,1990,0.0
ADAMS THORPE T 18,0.0,0,0.0,0.0,1994,1994,0.0
AGUSTA A109 E,0.0,0,0.0,0.0,2005,2005,0.0
PARKS RV 7,0.0,0,0.0,0.0,2006,2006,0.0
MIELEC PZL M 18,0.0,0,0.0,0.0,2003,2003,0.0
AEROSTAR SP 1,0.0,0,0.0,0.0,2004,2004,0.0
MICHAEL DEAN GRISSOM GRISSOM POBER PIXIE,0.0,0,0.0,0.0,2017,2017,0.0
MICHAEL E. NOURSE RV 6A,0.0,0,0.0,0.0,2001,2001,0.0
AEROSTAR S49A,0.0,0,0.0,0.0,1999,1999,0.0
AEROSTAR S53H,0.0,0,0.0,0.0,2004,2004,0.0
AEROSTAR S60A,0.0,0,0.0,0.0,1995,1995,0.0
AEROSTAR SA 60A,0.0,0,0.0,0.0,2001,2001,0.0
PARKER ROTORWAY 162 F,0.0,0,0.0,0.0,1998,1998,0.0
AGUSTA AB206B,0.0,0,0.0,0.0,2021,2021,0.0
"AEROSTAR, S.A YAK 52",0.0,0,0.0,0.0,1996,1996,0.0
"AEROSTAR, S.A YAK 52TW",0.0,0,0.0,0.0,2005,2005,0.0
AEROTECHNIK L 13,0.0,0,0.0,0.0,1996,1996,0.0
AEROTECHNIK SPORTSTAR EVEKTOR,0.0,0,0.0,0.0,2007,2007,0.0
AEROTEK INC PITTS S 2B,0.0,0,0.0,0.0,2013,2013,0.0
LARSON MURPHY REBEL,0.0,0,0.0,0.0,2001,2001,0.0
AEROSTAR S 71A,0.0,0,0.0,0.0,2003,2003,0.0
AFICIONADO MINI MAX EROS,0.0,0,0.0,0.0,2020,2020,0.0
AGUSTAWESTLAND PHILADELPHIA CO AW119MKII,0.0,0,0.0,0.0,2021,2021,0.0
AG CAT CORPORATION G 164,0.0,0,0.0,0.0,2017,2017,0.0
AGUSTADWESTLAND AW139,0.0,0,0.0,0.0,2010,2010,0.0
MICHAEL A. WATSON VELOCITY ELITE RG,0.0,0,0.0,0.0,2020,2020,0.0
AGUSTA SPA SF 260D,0.0,0,0.0,0.0,2005,2005,0.0
AGUSTA SPA AW139,0.0,0,0.0,0.0,2012,2012,0.0
MICCO AIRCRAFT COMPANY MAC 145B,0.0,0,0.0,0.0,2008,2008,0.0
MICCO AIRCRAFT COMPANY MAC 145A,0.0,0,0.0,0.0,2005,2005,0.0
LARRY J. COOK LANCAIR 320,0.0,0,0.0,0.0,2007,2007,0.0
MICHAEL ADAMCZYK ZENITH CH750,0.0,0,0.0,0.0,2017,2017,0.0
PARKS J L/DREFFIN D SEAWIND 3000,0.0,0,0.0,0.0,2010,2010,0.0
PARKS RICHARD A STARDUSTER SA 100,0.0,0,0.0,0.0,2017,2017,0.0
LARRY H SLIGAR COZY MK IV,0.0,0,0.0,0.0,2021,2021,0.0
AGUSTA AW 139,0.0,0,0.0,0.0,2008,2008,0.0
PARKS RV 6,0.0,0,0.0,0.0,1999,1999,0.0
LESTER ROBERT E KR 2,0.0,0,0.0,0.0,2012,2012,0.0
AERO COMMANDER 112TC,0.0,0,0.0,0.0,1982,1982,0.0
ACRO SPORT II,0.0,0,0.0,0.0,2021,2021,0.0
5 RIVERS LLC SQ 2,0.0,0,0.0,0.0,2022,2022,0.0
LATHAM ALCO COUPE,0.0,0,0.0,0.0,1988,1988,0.0
PANZL PAN,0.0,0,0.0,0.0,2003,2003,0.0
MICKLER LARRY J RV6 A,0.0,0,0.0,0.0,2016,2016,0.0
2003 NASH KITFOX II,0.0,0,0.0,0.0,2004,2004,0.0
2007 SAVAGE AIR LLC EPIC LT,0.0,0,0.0,0.0,2008,2008,0.0
LATHAM PITTS SPECIAL S 1C,0.0,0,0.0,0.0,1991,1991,0.0
67 FLYING DUTCHMAN D1/LFD 13,0.0,0,0.0,0.0,1990,1990,0.0
MID SOUTH CUSTOM CRAFT INC SH 2R,0.0,0,0.0,0.0,2009,2009,0.0
777 FF2,0.0,0,0.0,0.0,2021,2021,0.0
LATHROP STEVEN A B8M,0.0,0,0.0,0.0,2015,2015,0.0
LET 33,0.0,0,0.0,0.0,2001,2001,0.0
A PAIR OF JACKS RV 6A,0.0,0,0.0,0.0,2002,2002,0.0
A. H. GETTINGS GLASSAIR SH2,0.0,0,0.0,0.0,1992,1992,0.0
A. LE FRANCOIS RANS S 7,0.0,0,0.0,0.0,1994,1994,0.0
1977 COLFER CHAN STEEN SKYBOLT,0.0,0,0.0,0.0,2001,2001,0.0
PAQUIN MICHAEL A A,0.0,0,0.0,0.0,2015,2015,0.0
ABBOTT GYROPLANE,0.0,0,0.0,0.0,1989,1989,0.0
AERO COMMANDER AC 690,0.0,0,0.0,0.0,2001,2001,0.0
ABBOTT RAF 2000,0.0,0,0.0,0.0,2004,2004,0.0
LASSITER SWEARINGEN SX300,0.0,0,0.0,0.0,1991,1991,0.0
ADAMS DRAGONFLY,0.0,0,0.0,0.0,2014,2014,0.0
LEARJET LR25B XR,0.0,0,0.0,0.0,1991,1991,0.0
ADAMS BOREDOM FIGHTER,0.0,0,0.0,0.0,1990,1990,0.0
ADAMS BALLOONS LLC A55S,0.0,0,0.0,0.0,2022,2022,0.0
MICKET AVID AEROBAT,0.0,0,0.0,0.0,2002,2002,0.0
MID STATE ULTRA LIGHT CHALLENGER II,0.0,0,0.0,0.0,1994,1994,0.0
PALMER RV6A,0.0,0,0.0,0.0,2011,2011,0.0
LAURIENZO GABRIEL A VARIEZE,0.0,0,0.0,0.0,2009,2009,0.0
NORD (SNCAN) 3202,0.0,0,0.0,0.0,1987,1987,0.0
PALMER SEAWIND 3000,0.0,0,0.0,0.0,2006,2006,0.0
ACRO SUPER ACRO SPORT I,0.0,0,0.0,0.0,2019,2019,0.0
MICROLITES PTYLTD DRAGONFLY B,0.0,0,0.0,0.0,2018,2018,0.0
AAA AIRCRAFT LLC CCX 2000,0.0,0,0.0,0.0,2022,2022,0.0
PALERMO CHALLENGER II,0.0,0,0.0,0.0,1998,1998,0.0
AERO COMMANDER A 9,0.0,0,0.0,0.0,1983,1983,0.0
PAGE LONG EZ,0.0,0,0.0,0.0,1988,1988,0.0
LAWRENCE O NOLTE ZODIAC CH650B,0.0,0,0.0,0.0,2017,2017,0.0
AERO COMMANDER 681B,0.0,0,0.0,0.0,1998,1998,0.0
AERO COMMANDER 690C,0.0,0,0.0,0.0,1991,1991,0.0
AERO COMMANDER 695,0.0,0,0.0,0.0,2019,2019,0.0
AERO COMMANDER 700,0.0,0,0.0,0.0,2000,2000,0.0
PAGE RUSSELL L LONG EZ,0.0,0,0.0,0.0,2018,2018,0.0
AARDEMA ROBERT JOHN 1 AARDEMA RAG WNG SP,0.0,0,0.0,0.0,2010,2010,0.0
AERO COMMANDER A 9B,0.0,0,0.0,0.0,1987,1987,0.0
MIGNET HM293,0.0,0,0.0,0.0,1982,1982,0.0
NORD (SNCAN) SV4C,0.0,0,0.0,0.0,1987,1987,0.0
AERO COMMANDER AC 500B,0.0,0,0.0,0.0,1992,1992,0.0
PAIGE KOLB MK III,0.0,0,0.0,0.0,2002,2002,0.0
LAURITSEN RALPH M RV 4,0.0,0,0.0,0.0,2014,2014,0.0
PAGE RANS S 7,0.0,0,0.0,0.0,2002,2002,0.0
LAWRENCE KITFOX,0.0,0,0.0,0.0,1998,1998,0.0
AERO COMMANDER 600S 20,0.0,0,0.0,0.0,1985,1985,0.0
AERO COMMANDER 600,0.0,0,0.0,0.0,1996,1996,0.0
AERO COMMANDER 580,0.0,0,0.0,0.0,2000,2000,0.0
AERO COMMANDER 500 A,0.0,0,0.0,0.0,1998,1998,0.0
AERO COMMANDER 500   B,0.0,0,0.0,0.0,2013,2013,0.0
MIHLEBACH WACO,0.0,0,0.0,0.0,2000,2000,0.0
LAWING THOMAS R EXEC 162 F,0.0,0,0.0,0.0,2006,2006,0.0
ADAMS ROTORWAY EXEC 90,0.0,0,0.0,0.0,1999,1999,0.0
ADAMS KITFOX,0.0,0,0.0,0.0,1995,1995,0.0
ADAMS JOHN R JR PIEL DIAMANT,0.0,0,0.0,0.0,2010,2010,0.0
ABBOTT GLASAIR LEGEND,0.0,0,0.0,0.0,2005,2005,0.0
LAW OSPREY 2,0.0,0,0.0,0.0,1987,1987,0.0
MIEHL TEAM HI MAX 1700R,0.0,0,0.0,0.0,1998,1998,0.0
AB SPORTINE AVIACIJA LAK 17A,0.0,0,0.0,0.0,2009,2009,0.0
AB SPORTINE AVIACIJA LAK 17,0.0,0,0.0,0.0,2017,2017,0.0
CESSNA C 525,0.0,0,0.0,0.0,2007,2007,0.0
PHILLIP B ROLLS PITTS 12 EH,0.0,0,0.0,0.0,2021,2021,0.0
TEXTRON AVIATION INC 525B,0.0,0,0.0,0.0,2022,2022,0.0
BOEING B 75 N1,0.0,0,0.0,0.0,1986,1986,0.0
BOEING 767 219ER,0.0,0,0.0,0.0,2002,2002,0.0
BOEING 767 223(ER),0.0,0,0.0,0.0,2006,2006,0.0
PAYNE STEVEN R RV 8,0.0,0,0.0,0.0,2021,2021,0.0
MELVIN K CALLEN BACKCOUNTRY SUPERCUB,0.0,0,0.0,0.0,2015,2015,0.0
BOEING 777 24Q,0.0,0,0.0,0.0,2016,2016,0.0
BOEING B 747 422,0.0,0,0.0,0.0,2000,2000,0.0
MENDENHALL LANCAIR 235,0.0,0,0.0,0.0,2005,2005,0.0
BOEING 767   204ER,0.0,0,0.0,0.0,2015,2015,0.0
LEARJET LR35,0.0,0,0.0,0.0,1997,1997,0.0
BOEING B 767,0.0,0,0.0,0.0,1985,1985,0.0
BOEING B 767 200,0.0,0,0.0,0.0,2000,2000,0.0
BOEING B 767 200ER,0.0,0,0.0,0.0,1987,1987,0.0
BOEING B 767 300ER,0.0,0,0.0,0.0,2000,2000,0.0
BOEING B 767 332,0.0,0,0.0,0.0,2005,2005,0.0
BOEING 767   300ER,0.0,0,0.0,0.0,2013,2013,0.0
BOEING 767   200,0.0,0,0.0,0.0,2008,2008,0.0
NICHOLSON THORP T18CWS,0.0,0,0.0,0.0,1996,1996,0.0
BOEING 757 200ER,0.0,0,0.0,0.0,1993,1993,0.0
BOEING 747 SP,0.0,0,0.0,0.0,1999,1999,0.0
LET L13 AC BLANIK,0.0,0,0.0,0.0,2006,2006,0.0
BOEING 747F,0.0,0,0.0,0.0,2000,2000,0.0
BOEING 747SR 146B SF,0.0,0,0.0,0.0,2004,2004,0.0
BOEING 757   200,0.0,0,0.0,0.0,2011,2011,0.0
BOEING 757   212,0.0,0,0.0,0.0,2010,2010,0.0
BOEING 757 212,0.0,0,0.0,0.0,2007,2007,0.0
BOEING 75N1,0.0,0,0.0,0.0,1993,1993,0.0
PAYNE/FOSTER GLASAIR,0.0,0,0.0,0.0,2011,2011,0.0
BOEING 757 23A,0.0,0,0.0,0.0,2018,2018,0.0
BOEING 757 23APF,0.0,0,0.0,0.0,1992,1992,0.0
PAZMANY PL 4A,0.0,0,0.0,0.0,1989,1989,0.0
BOEING 757 2Y0,0.0,0,0.0,0.0,1998,1998,0.0
BOEING 757 351,0.0,0,0.0,0.0,2008,2008,0.0
BOEING B 777 232,0.0,0,0.0,0.0,2005,2005,0.0
BOEING B 777 300,0.0,0,0.0,0.0,2001,2001,0.0
BOEING B727,0.0,0,0.0,0.0,2009,2009,0.0
BOEING A 75 N1 (STEARMAN),0.0,0,0.0,0.0,1999,1999,0.0
BOEING 777 2Q8,0.0,0,0.0,0.0,2008,2008,0.0
BOEING 777 300ER,0.0,0,0.0,0.0,2008,2008,0.0
BOEING 777 306ER 300,0.0,0,0.0,0.0,2015,2015,0.0
BOEING 777 333ER,0.0,0,0.0,0.0,2015,2015,0.0
BOEING 787   8QQ,0.0,0,0.0,0.0,2013,2013,0.0
PAYNE FOSTER GLASAIR,0.0,0,0.0,0.0,1994,1994,0.0
BOEING A75 L3,0.0,0,0.0,0.0,2006,2006,0.0
BOEING B727 023,0.0,0,0.0,0.0,1983,1983,0.0
BOEING A75N,0.0,0,0.0,0.0,2007,2007,0.0
BOEING A75N (PT 17),0.0,0,0.0,0.0,1998,1998,0.0
BOEING A75N 1,0.0,0,0.0,0.0,2005,2005,0.0
BOEING A75N1 (PT 17),0.0,0,0.0,0.0,2014,2014,0.0
BOEING A75SN1,0.0,0,0.0,0.0,2002,2002,0.0
BOEING B 707,0.0,0,0.0,0.0,2000,2000,0.0
BOEING 777 281,0.0,0,0.0,0.0,2003,2003,0.0
BOEING A75N (PT17),0.0,0,0.0,0.0,2004,2004,0.0
BOEING B 747 200,0.0,0,0.0,0.0,2005,2005,0.0
BOEING B 747 238,0.0,0,0.0,0.0,1995,1995,0.0
BOEING B 747 300,0.0,0,0.0,0.0,2000,2000,0.0
BOEING B747 230C,0.0,0,0.0,0.0,2004,2004,0.0
BOEING B747 200,0.0,0,0.0,0.0,2008,2008,0.0
BOEING B747,0.0,0,0.0,0.0,2008,2008,0.0
BOEING B744,0.0,0,0.0,0.0,2008,2008,0.0
BOEING B737 924,0.0,0,0.0,0.0,2005,2005,0.0
BOEING B737 448,0.0,0,0.0,0.0,2002,2002,0.0
BOEING B737 2H4,0.0,0,0.0,0.0,1982,1982,0.0
MENEAR PITTS S 1S,0.0,0,0.0,0.0,1995,1995,0.0
BOEING B727 224,0.0,0,0.0,0.0,1995,1995,0.0
